# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 3.562165796756744385e-01 3.164145350456237793e-01 0.000000000000000000e+00 1.000000000000000000e+00 3.625071346759796143e-01 3.254896104335784912e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.282503604888916016e+00
1.000000000000000000e+03 8.987257257103919983e-03 8.818373084068298340e-03 5.280788073491748946e-08 3.817072429228574038e-04 1.023748517036437988e-02 8.737814612686634064e-03 5.280788073491748946e-08 3.817072429228574038e-04 8.169309496879577637e-01
2.000000000000000000e+03 7.539136800915002823e-03 5.260479636490345001e-03 1.002961312224215362e-06 6.982032937230542302e-05 7.882525213062763214e-03 5.389590281993150711e-03 1.002961312224215362e-06 6.982032937230542302e-05 6.675581336021423340e-01
3.000000000000000000e+03 3.523868974298238754e-03 3.658755915239453316e-03 1.608363390914746560e-06 7.253466901602223516e-05 3.673442639410495758e-03 3.762472188100218773e-03 1.608363390914746560e-06 7.253466901602223516e-05 4.965104758739471436e-01
4.000000000000000000e+03 1.124385278671979904e-03 1.746572786942124367e-03 1.698130404292896856e-06 3.057430512853898108e-05 1.173016033135354519e-03 1.567692612297832966e-03 1.698130404292896856e-06 3.057430512853898108e-05 2.749094665050506592e-01
5.000000000000000000e+03 8.861623937264084816e-04 9.319005184806883335e-04 4.492427106015384197e-04 1.213078576256521046e-04 9.352022898383438587e-04 8.402118110097944736e-04 4.492427106015384197e-04 1.213078576256521046e-04 6.904911249876022339e-02
6.000000000000000000e+03 5.553904338739812374e-05 5.028902887715958059e-05 3.444193907853332348e-06 1.107126536226132885e-06 4.938176789437420666e-05 3.032250788237433881e-05 3.444193907853332348e-06 1.107126536226132885e-06 2.294402197003364563e-02
7.000000000000000000e+03 3.330050822114571929e-05 1.852604691521264613e-05 2.547299438049321907e-08 2.952905120423565677e-08 3.126945375697687268e-05 1.202546536660520360e-05 2.547299438049321907e-08 2.952905120423565677e-08 1.248473580926656723e-02
8.000000000000000000e+03 2.446713006065692753e-05 1.076794796972535551e-05 1.226826373823541871e-08 5.282436177367344499e-08 2.318716542504262179e-05 7.748370990157127380e-06 1.226826373823541871e-08 5.282436177367344499e-08 8.138734847307205200e-03
9.000000000000000000e+03 2.004028283408842981e-05 1.940327820193488151e-05 2.424114686760958648e-09 1.774184056557714939e-06 1.902884650917258114e-05 1.935114778461866081e-05 2.424114686760958648e-09 1.774184056557714939e-06 7.360119838267564774e-03
1.000000000000000000e+04 1.310809420829173177e-05 4.490751507546519861e-06 5.046599582669841766e-09 3.637978807091712952e-10 1.308343598793726414e-05 3.948111952922772616e-06 5.046599582669841766e-09 3.637978807091712952e-10 3.885810729116201401e-03
1.100000000000000000e+04 1.053329015121562406e-05 5.260996658762451261e-06 5.390205615185550414e-07 1.581703656938771019e-08 1.042329313349910080e-05 4.693096343544311821e-06 5.390205615185550414e-07 1.581703656938771019e-08 3.363132942467927933e-03
1.200000000000000000e+04 2.282750574522651732e-05 9.444013267057016492e-05 4.376939614303410053e-06 7.433451628457987681e-06 2.162520286219660193e-05 9.553952259011566639e-05 4.376939614303410053e-06 7.433451628457987681e-06 1.028582733124494553e-02
1.300000000000000000e+04 1.884280754893552512e-05 4.499414353631436825e-05 1.019503724819514900e-05 1.088267254090169445e-06 1.842735400714445859e-05 4.393189374241046607e-05 1.019503724819514900e-05 1.088267254090169445e-06 7.342709694057703018e-03
1.400000000000000000e+04 4.604494279192294925e-06 2.463518285367172211e-06 1.094940884627249034e-07 3.188797563780099154e-07 5.058720489614643157e-06 2.603528628242202103e-06 1.094940884627249034e-07 3.188797563780099154e-07 1.501091173849999905e-03
1.500000000000000000e+04 8.373372111236676574e-06 7.841570550226606429e-06 1.339133291367033962e-06 2.040569142991444096e-06 9.105319804803002626e-06 8.072042874118778855e-06 1.339133291367033962e-06 2.040569142991444096e-06 2.951480448246002197e-03
1.600000000000000000e+04 2.848577569238841534e-04 8.395295590162277222e-04 2.295402082381770015e-04 3.297277362435124815e-05 2.848466392606496811e-04 8.321402128785848618e-04 2.295402082381770015e-04 3.297277362435124815e-05 3.218021243810653687e-02
1.700000000000000000e+04 1.327568224951392040e-05 5.816042175865732133e-05 6.370329629135085270e-06 5.798023266834206879e-06 1.256141331396065652e-05 5.972429789835587144e-05 6.370329629135085270e-06 5.798023266834206879e-06 8.261906914412975311e-03
1.800000000000000000e+04 1.183087192657694686e-06 4.323483722146193031e-07 3.772497692011711479e-08 3.822151484200730920e-10 1.451010803066310473e-06 5.015997430746210739e-07 3.772497692011711479e-08 3.822151484200730920e-10 4.972475580871105194e-04
1.900000000000000000e+04 8.613495765530387871e-07 3.343251648857403779e-07 4.889990634637797484e-10 2.615379912640491966e-09 1.126915549320983700e-06 4.105041853108559735e-07 4.889990634637797484e-10 2.615379912640491966e-09 3.309073508717119694e-04
2.000000000000000000e+04 1.479428760831069667e-06 2.629399205034133047e-06 7.871771572354191449e-07 1.534926070689834887e-07 1.730052417769911699e-06 2.699031938391271979e-06 7.871771572354191449e-07 1.534926070689834887e-07 1.648679026402533054e-03
